Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1599215317,40,GET,/,4.700000,0.000000,18,19,20,22,47,68,79,87,260,260,260,123,0,18,24.989815447161238,14.780200000132027,255.0503000002209,4609.0
1599215317,40,GET,/api/,4.400000,0.000000,31,33,36,38,80,82,93,100,100,100,100,96,0,31,39.312067708342134,26.464700000360608,100.3536999996868,51.0
1599215317,40,GET,/blog/,13.200000,0.000000,33,34,36,38,77,87,95,130,270,270,270,336,0,33,40.08740684523781,27.576999999837426,269.6753999998691,4791.0
1599215317,40,,Aggregated,22.300000,0.000000,31,33,35,37,67,84,93,110,270,270,270,555,0,31,36.60734144144429,14.780200000132027,269.6753999998691,3930.772972972973
1599215322,45,GET,/,5.700000,0.000000,18,18,20,21,37,67,72,87,260,260,260,161,0,18,23.59275279504574,14.659299999948416,255.0503000002209,4609.0
1599215322,45,GET,/api/,4.700000,0.000000,31,33,36,38,82,88,93,100,120,120,120,120,0,30,39.769865000001424,26.29369999976916,122.73040000036417,51.0
1599215322,45,GET,/blog/,14.700000,0.000000,32,34,36,38,55,87,98,130,270,270,270,417,0,32,39.471810791369,27.576999999837426,269.6753999998691,4791.0
1599215322,45,,Aggregated,25.100000,0.000000,31,33,34,36,60,85,95,120,270,270,270,698,0,31,35.86040415473268,14.659299999948416,269.6753999998691,3934.1203438395414
1599215327,50,GET,/,6.700000,0.000000,17,18,19,21,34,66,72,87,260,260,260,189,0,17,22.88608835977684,14.659299999948416,255.0503000002209,4609.0
1599215327,50,GET,/api/,5.800000,0.000000,30,32,34,38,81,88,100,120,130,130,130,163,0,30,39.19157484663634,26.29369999976916,127.95249999999214,51.0
1599215327,50,GET,/blog/,15.800000,0.000000,32,34,35,37,52,85,110,130,270,270,270,503,0,32,38.92580695825835,27.01800000068033,269.6753999998691,4791.0
1599215327,50,,Aggregated,28.300000,0.000000,31,33,34,36,53,84,95,130,270,270,270,855,0,31,35.430851812869584,14.659299999948416,269.6753999998691,3847.119298245614
1599215332,55,GET,/,6.300000,0.000000,17,18,19,20,27,66,72,79,260,260,260,223,0,17,22.22648206277743,14.659299999948416,255.0503000002209,4609.0
1599215332,55,GET,/api/,7.200000,0.000000,30,31,33,35,80,87,100,120,130,130,130,197,0,30,37.898545177658384,25.690499999655003,127.95249999999214,51.0
1599215332,55,GET,/blog/,18.200000,0.000000,32,33,35,36,52,85,100,130,270,270,270,608,0,32,38.443868750014666,27.01800000068033,269.6753999998691,4791.0
1599215332,55,,Aggregated,31.700000,0.000000,30,32,34,35,52,83,95,120,260,270,270,1028,0,30,34.82139212062936,14.659299999948416,269.6753999998691,3843.173151750973
1599215337,60,GET,/,6.900000,0.000000,17,18,19,20,27,66,72,79,260,260,260,266,0,17,22.037553759393386,14.278999999987718,255.0503000002209,4609.0
1599215337,60,GET,/api/,7.800000,0.000000,29,31,33,34,79,87,110,120,130,130,130,239,0,29,37.314991631772415,25.690499999655003,129.6461999991152,51.0
1599215337,60,GET,/blog/,20.700000,0.000000,32,33,35,36,51,86,110,130,270,270,270,717,0,32,38.403089260815804,27.01800000068033,269.6753999998691,4791.0
1599215337,60,,Aggregated,35.400000,0.000000,30,32,34,35,51,83,98,130,260,270,270,1222,0,30,34.627894680848755,14.278999999987718,269.6753999998691,3824.328968903437
1599215342,65,GET,/,8.400000,0.000000,17,18,19,20,26,65,72,77,260,260,260,311,0,17,21.73849581993876,14.278999999987718,255.0503000002209,4609.0
1599215342,65,GET,/api/,8.100000,0.000000,29,31,32,33,78,83,100,120,130,130,130,278,0,29,36.39271151077272,25.690499999655003,129.6461999991152,51.0
1599215342,65,GET,/blog/,22.500000,0.000000,31,33,35,36,49,85,100,130,270,270,270,841,0,31,37.90456278240762,27.01800000068033,269.6753999998691,4791.0
1599215342,65,,Aggregated,39.000000,0.000000,30,32,33,35,48,83,93,120,260,270,270,1430,0,30,34.0948134965039,14.278999999987718,269.6753999998691,3829.935664335664
1599215347,70,GET,/,9.900000,0.000000,17,18,19,20,25,64,71,77,260,260,260,367,0,17,21.549517166210613,14.043799999853945,255.0503000002209,4609.0
1599215347,70,GET,/api/,8.200000,0.000000,29,30,32,33,58,82,93,120,130,130,130,332,0,29,35.641843674686946,25.690499999655003,129.6461999991152,51.0
1599215347,70,GET,/blog/,24.200000,0.000000,32,33,34,36,48,85,95,130,270,270,270,957,0,32,37.55557460815683,27.01800000068033,269.6753999998691,4791.0
1599215347,70,,Aggregated,42.300000,0.000000,30,32,33,34,44,81,91,120,260,270,270,1656,0,30,33.62466775362407,14.043799999853945,269.6753999998691,3800.3756038647343
1599215352,75,GET,/,10.300000,0.000000,17,18,19,20,25,64,71,76,260,260,260,406,0,17,21.47243916256521,14.043799999853945,255.0503000002209,4609.0
1599215352,75,GET,/api/,10.200000,0.000000,29,30,32,33,58,82,93,120,130,130,130,389,0,29,35.53870462723152,25.690499999655003,129.6461999991152,51.0
1599215352,75,GET,/blog/,24.500000,0.000000,31,33,34,35,45,84,96,120,250,270,270,1105,0,31,37.188697375565354,26.29389999947307,269.6753999998691,4791.0
1599215352,75,,Aggregated,45.000000,0.000000,30,32,33,34,44,81,91,120,260,270,270,1900,0,30,33.492566842102235,14.043799999853945,269.6753999998691,3781.656842105263
1599215357,80,GET,/,9.000000,0.000000,17,18,19,20,25,52,71,76,260,260,260,460,0,17,21.21907260869826,14.043799999853945,255.0503000002209,4609.0
1599215357,80,GET,/api/,11.400000,0.000000,29,30,32,33,60,83,100,120,200,200,200,434,0,29,35.937234792613225,25.579000000107044,195.6811000000016,51.0
1599215357,80,GET,/blog/,28.300000,0.000000,31,33,34,36,46,84,95,120,250,270,270,1263,0,31,37.20089596199851,26.29389999947307,269.6753999998691,4791.0
1599215357,80,,Aggregated,48.700000,0.000000,30,32,33,34,44,81,91,110,250,270,270,2157,0,30,33.53837037552131,14.043799999853945,269.6753999998691,3798.4733426054704
1599215362,85,GET,/,9.500000,0.000000,17,18,19,20,25,51,71,76,260,260,260,515,0,17,20.99683242718791,14.043799999853945,255.0503000002209,4609.0
1599215362,85,GET,/api/,10.200000,0.000000,29,30,32,33,57,82,100,120,200,200,200,488,0,29,35.52588442621676,25.579000000107044,195.6811000000016,51.0
1599215362,85,GET,/blog/,33.300000,0.000000,31,33,34,36,45,84,96,120,250,270,270,1433,0,31,37.204970621075695,26.29389999947307,269.6753999998691,4791.0
1599215362,85,,Aggregated,53.000000,0.000000,30,32,33,34,43,81,92,110,250,270,270,2436,0,30,33.442004597699885,14.043799999853945,269.6753999998691,3802.9663382594417
1599215367,90,GET,/,11.500000,0.000000,17,18,19,20,25,49,71,76,260,260,260,578,0,17,20.899176989623623,14.043799999853945,255.0503000002209,4609.0
1599215367,90,GET,/api/,9.800000,0.000000,29,30,32,33,51,82,94,110,200,200,200,543,0,29,35.44377532226843,25.579000000107044,195.6811000000016,51.0
1599215367,90,GET,/blog/,33.200000,0.000000,31,33,34,36,45,84,96,120,250,270,270,1601,0,31,37.07497201749294,26.29389999947307,269.6753999998691,4791.0
1599215367,90,,Aggregated,54.500000,0.000000,30,32,33,34,43,80,91,110,250,270,270,2722,0,30,33.31474081557691,14.043799999853945,269.6753999998691,3806.791329904482
1599215372,95,GET,/,13.100000,0.000000,17,18,19,20,26,51,71,76,260,260,260,645,0,17,21.158939224810883,14.043799999853945,255.0503000002209,4609.0
1599215372,95,GET,/api/,10.800000,0.000000,29,31,32,34,42,82,92,110,200,200,200,605,0,29,35.14327388428765,25.579000000107044,195.6811000000016,51.0
1599215372,95,GET,/blog/,33.600000,0.000000,31,33,35,36,45,84,96,120,270,1100,1100,1783,0,31,37.67547498598266,26.29389999947307,1134.2906999998377,4791.0
1599215372,95,,Aggregated,57.500000,0.000000,30,32,33,35,43,80,91,110,250,1100,1100,3033,0,30,33.657951994726034,14.043799999853945,1134.2906999998377,3806.796241345203
1599215377,100,GET,/,13.500000,0.000000,17,18,19,20,26,51,71,76,260,260,260,716,0,17,21.300911173181586,14.043799999853945,255.0503000002209,4609.0
1599215377,100,GET,/api/,12.300000,0.000000,29,31,32,34,51,83,93,110,200,200,200,670,0,29,35.61733671640332,25.579000000107044,195.6811000000016,51.0
1599215377,100,GET,/blog/,35.800000,0.000000,31,33,35,36,45,84,94,110,270,1100,1100,1961,0,31,37.59030316165474,26.29389999947307,1134.2906999998377,4791.0
1599215377,100,,Aggregated,61.600000,0.000000,30,32,33,35,44,81,91,110,250,1100,1100,3347,0,30,33.71068195398657,14.043799999853945,1134.2906999998377,3803.2163131162233
1599215382,100,GET,/,13.800000,0.000000,17,18,20,21,26,50,71,77,260,260,260,796,0,17,21.34468354271194,14.043799999853945,255.0503000002209,4609.0
1599215382,100,GET,/api/,12.900000,0.000000,29,31,32,34,51,83,93,110,200,200,200,726,0,29,35.60312644626206,25.579000000107044,195.6811000000016,51.0
1599215382,100,GET,/blog/,37.200000,0.000000,32,33,35,36,46,84,96,110,250,1100,1100,2154,0,32,37.77695696379163,26.29389999947307,1134.2906999998377,4791.0
1599215382,100,,Aggregated,63.900000,0.000000,30,32,34,35,44,81,92,110,250,1100,1100,3676,0,30,33.789391512511415,14.043799999853945,1134.2906999998377,3815.4526659412404
1599215387,100,GET,/,14.400000,0.000000,17,18,20,21,26,50,71,77,260,260,260,854,0,17,21.36381955503419,14.043799999853945,255.0503000002209,4609.0
1599215387,100,GET,/api/,13.100000,0.000000,29,31,32,34,45,83,93,110,200,200,200,800,0,29,35.401878874981776,25.579000000107044,195.6811000000016,51.0
1599215387,100,GET,/blog/,38.000000,0.000000,32,34,35,37,45,83,96,110,250,1100,1100,2347,0,32,37.798156242015914,26.29389999947307,1134.2906999998377,4791.0
1599215387,100,,Aggregated,65.500000,0.000000,30,32,34,35,44,80,92,110,200,1100,1100,4001,0,30,33.81116663334069,14.043799999853945,1134.2906999998377,3804.389652586853
1599215392,100,GET,/,12.800000,0.000000,17,18,20,21,26,49,71,76,260,260,260,914,0,17,21.2380400437612,14.043799999853945,255.0503000002209,4609.0
1599215392,100,GET,/api/,12.900000,0.000000,30,31,33,34,44,82,93,110,200,200,200,850,0,30,35.321986235277805,25.579000000107044,195.6811000000016,51.0
1599215392,100,GET,/blog/,39.500000,0.000000,32,34,36,37,46,83,96,110,250,1100,1100,2565,0,32,37.81059384015822,26.29389999947307,1134.2906999998377,4791.0
1599215392,100,,Aggregated,65.200000,0.000000,30,32,34,36,44,78,91,110,200,1100,1100,4329,0,30,33.82292217601988,14.043799999853945,1134.2906999998377,3821.873642873643
1599215397,100,GET,/,12.200000,0.000000,17,18,19,20,26,48,71,76,260,260,260,984,0,17,21.165979268297765,14.043799999853945,255.0503000002209,4609.0
1599215397,100,GET,/api/,12.300000,0.000000,29,31,32,34,45,83,100,130,320,320,320,915,0,29,36.1465283059981,25.579000000107044,315.61210000018036,51.0
1599215397,100,GET,/blog/,40.300000,0.000000,32,34,36,37,46,83,98,120,250,1100,1100,2751,0,32,37.89179516539904,26.29389999947307,1134.2906999998377,4791.0
1599215397,100,,Aggregated,64.800000,0.000000,30,32,34,35,44,79,94,120,260,1100,1100,4650,0,30,34.00897322580784,14.043799999853945,1134.2906999998377,3819.7767741935486
1599215402,100,GET,/,13.500000,0.000000,17,18,20,21,27,49,72,77,160,260,260,1040,0,17,21.332033076924535,14.043799999853945,255.0503000002209,4609.0
1599215402,100,GET,/api/,12.000000,0.000000,29,31,33,34,46,83,100,130,320,320,320,983,0,29,36.10340030517588,24.845599999935075,315.61210000018036,51.0
1599215402,100,GET,/blog/,40.300000,0.000000,32,34,36,37,47,83,98,120,250,1100,1100,2956,0,32,37.92696014885129,26.29389999947307,1134.2906999998377,4791.0
1599215402,100,,Aggregated,65.800000,0.000000,30,32,34,36,44,79,94,120,260,1100,1100,4979,0,30,34.100632878086785,14.043799999853945,1134.2906999998377,3817.1699136372767
1599215407,100,GET,/,12.400000,0.000000,17,18,20,21,27,48,71,76,160,260,260,1105,0,17,21.21689185520623,14.043799999853945,255.0503000002209,4609.0
1599215407,100,GET,/api/,12.700000,0.000000,29,31,33,35,47,83,110,130,270,320,320,1049,0,29,36.14927025737207,24.845599999935075,315.61210000018036,51.0
1599215407,100,GET,/blog/,39.900000,0.000000,32,34,36,38,48,83,98,120,160,1100,1100,3155,0,32,38.0437638668786,26.29389999947307,1134.2906999998377,4791.0
1599215407,100,,Aggregated,65.000000,0.000000,30,32,34,36,45,79,94,110,250,1100,1100,5309,0,30,34.167135995477196,14.043799999853945,1134.2906999998377,3816.547184027124
1599215412,100,GET,/,11.400000,0.000000,17,18,20,21,27,46,71,76,160,260,260,1161,0,17,21.14806511627969,14.043799999853945,255.0503000002209,4609.0
1599215412,100,GET,/api/,13.400000,0.000000,29,31,33,35,44,83,110,130,270,320,320,1122,0,29,35.924265418876814,24.845599999935075,315.61210000018036,51.0
1599215412,100,GET,/blog/,40.300000,0.000000,32,34,36,38,48,83,98,120,160,1100,1100,3358,0,32,37.9869396069125,26.29389999947307,1134.2906999998377,4791.0
1599215412,100,,Aggregated,65.100000,0.000000,30,32,34,36,44,78,94,120,250,1100,1100,5641,0,30,34.110986101753795,14.043799999853945,1134.2906999998377,3810.751462506648
1599215417,100,GET,/,12.600000,0.000000,17,18,20,21,27,45,71,76,160,260,260,1227,0,17,21.128846780762064,14.043799999853945,255.0503000002209,4609.0
1599215417,100,GET,/api/,14.600000,0.000000,29,31,33,35,47,83,100,130,270,320,320,1188,0,29,36.062570791228005,24.845599999935075,315.61210000018036,51.0
1599215417,100,GET,/blog/,39.300000,0.000000,32,34,36,38,48,83,96,120,160,1100,1100,3557,0,32,37.95348161372237,26.29389999947307,1134.2906999998377,4791.0
1599215417,100,,Aggregated,66.500000,0.000000,30,32,34,36,44,79,93,110,250,1100,1100,5972,0,30,34.12055646349383,14.043799999853945,1134.2906999998377,3810.686202277294
1599215422,100,GET,/,13.200000,0.000000,17,18,20,21,27,45,71,76,160,260,260,1295,0,17,20.954956447875137,14.043799999853945,255.0503000002209,4609.0
1599215422,100,GET,/api/,14.000000,0.000000,29,31,33,35,44,83,98,130,270,320,320,1254,0,29,35.903877432197056,24.845599999935075,315.61210000018036,51.0
1599215422,100,GET,/blog/,38.800000,0.000000,32,34,36,37,47,83,96,120,160,1100,1100,3748,0,32,37.797198906083736,26.29389999947307,1134.2906999998377,4791.0
1599215422,100,,Aggregated,66.000000,0.000000,30,32,34,36,44,79,93,110,200,1100,1100,6297,0,30,33.95649236143815,14.043799999853945,1134.2906999998377,3809.635858345244
1599215427,100,GET,/,12.500000,0.000000,17,18,20,21,27,45,71,79,270,300,300,1352,0,17,21.371054511832586,14.043799999853945,296.7404999999417,4609.0
1599215427,100,GET,/api/,12.100000,0.000000,29,31,33,35,44,83,98,130,270,320,320,1305,0,29,35.739869578526616,24.845599999935075,315.61210000018036,51.0
1599215427,100,GET,/blog/,40.800000,0.000000,32,34,36,37,47,83,96,120,300,1100,1100,3949,0,32,37.879868498355556,26.29389999947307,1134.2906999998377,4791.0
1599215427,100,,Aggregated,65.400000,0.000000,30,32,34,36,44,79,93,110,270,1100,1100,6606,0,30,34.07838271268268,14.043799999853945,1134.2906999998377,3817.375416288223
1599215432,100,GET,/,12.900000,0.000000,17,19,20,21,28,45,71,79,290,300,300,1436,0,17,21.830229387187956,14.043799999853945,296.7404999999417,4609.0
1599215432,100,GET,/api/,12.100000,0.000000,30,31,33,35,46,83,110,130,340,490,490,1375,0,30,36.96339519998318,24.845599999935075,489.7379000003639,51.0
1599215432,100,GET,/blog/,39.000000,0.000000,32,34,36,38,48,84,99,120,300,1100,1100,4129,0,32,38.553065657546554,26.29389999947307,1134.2906999998377,4791.0
1599215432,100,,Aggregated,64.000000,0.000000,31,33,34,36,45,80,96,120,320,1100,1100,6940,0,31,34.77787981267856,14.043799999853945,1134.2906999998377,3814.2201729106628
1599215437,100,GET,/,15.200000,0.000000,17,19,20,21,29,47,72,81,290,300,300,1506,0,17,22.065408698541397,14.043799999853945,296.7404999999417,4609.0
1599215437,100,GET,/api/,12.700000,0.000000,30,32,34,35,48,84,110,130,340,490,490,1439,0,30,37.48126483667526,24.845599999935075,489.7379000003639,51.0
1599215437,100,GET,/blog/,36.300000,0.000000,32,34,37,38,49,84,99,130,300,1100,1100,4319,0,32,38.838048969671554,26.29389999947307,1134.2906999998377,4791.0
1599215437,100,,Aggregated,64.200000,0.000000,31,33,35,37,46,80,98,130,300,1100,1100,7264,0,31,35.091902409139806,14.043799999853945,1134.2906999998377,3814.272026431718
1599215442,100,GET,/,14.700000,0.000000,17,19,20,21,28,48,72,81,290,300,300,1569,0,17,22.004030019121874,13.888700000279641,296.7404999999417,4609.0
1599215442,100,GET,/api/,13.200000,0.000000,30,31,34,35,47,84,110,130,340,490,490,1512,0,30,37.17393670633351,24.845599999935075,489.7379000003639,51.0
1599215442,100,GET,/blog/,37.400000,0.000000,32,34,37,38,49,84,100,130,300,1100,1100,4503,0,32,38.76116504552838,26.29389999947307,1134.2906999998377,4791.0
1599215442,100,,Aggregated,65.300000,0.000000,31,33,35,36,46,80,98,130,300,1100,1100,7584,0,31,34.97795907172917,13.888700000279641,1134.2906999998377,3808.347310126582
1599215447,100,GET,/,13.300000,0.000000,17,19,20,21,28,47,72,79,290,300,300,1647,0,17,21.849494474804196,13.888700000279641,296.7404999999417,4609.0
1599215447,100,GET,/api/,13.900000,0.000000,30,31,33,35,46,84,110,130,340,490,490,1576,0,30,36.93178864211674,24.845599999935075,489.7379000003639,51.0
1599215447,100,GET,/blog/,37.300000,0.000000,32,34,37,38,49,84,100,130,300,1100,1100,4688,0,32,38.723413374577014,26.29389999947307,1134.2906999998377,4791.0
1599215447,100,,Aggregated,64.500000,0.000000,31,33,35,36,46,80,98,130,300,1100,1100,7911,0,31,34.853492377701535,13.888700000279641,1134.2906999998377,3808.824042472507
1599215452,100,GET,/,13.700000,0.000000,17,19,20,21,28,47,72,79,290,300,300,1711,0,17,21.835333196965305,13.888700000279641,296.7404999999417,4609.0
1599215452,100,GET,/api/,13.400000,0.000000,30,31,33,35,46,84,110,130,340,490,490,1636,0,30,36.844202506097666,24.845599999935075,489.7379000003639,51.0
1599215452,100,GET,/blog/,37.600000,0.000000,32,34,36,38,49,84,100,130,300,1100,1100,4882,0,32,38.66762963949456,26.29389999947307,1134.2906999998377,4791.0
1599215452,100,,Aggregated,64.700000,0.000000,31,33,35,36,45,80,98,120,300,1100,1100,8229,0,31,34.805290837282435,13.888700000279641,1134.2906999998377,3810.802892210475
1599215457,100,GET,/,14.100000,0.000000,17,19,20,21,28,47,72,81,290,300,300,1777,0,17,21.788752279125355,13.888700000279641,296.7404999999417,4609.0
1599215457,100,GET,/api/,12.400000,0.000000,29,31,33,35,44,83,110,130,340,490,490,1710,0,29,36.60307941518964,24.845599999935075,489.7379000003639,51.0
1599215457,100,GET,/blog/,38.100000,0.000000,32,34,36,38,49,84,100,130,300,1100,1100,5069,0,32,38.86391128428064,26.29389999947307,1134.2906999998377,4791.0
1599215457,100,,Aggregated,64.600000,0.000000,31,33,35,36,45,80,98,130,300,1100,1100,8556,0,31,34.86571352267414,13.888700000279641,1134.2906999998377,3805.865123889668
1599215462,100,GET,/,13.400000,0.000000,17,19,20,21,27,47,72,79,290,300,300,1837,0,17,21.697481273819296,13.888700000279641,296.7404999999417,4609.0
1599215462,100,GET,/api/,12.900000,0.000000,29,31,33,35,45,83,110,130,340,490,490,1767,0,29,36.603511771351094,24.845599999935075,489.7379000003639,51.0
1599215462,100,GET,/blog/,38.900000,0.000000,32,34,36,38,49,84,100,130,300,1100,1100,5283,0,32,38.809154514483396,26.29389999947307,1134.2906999998377,4791.0
1599215462,100,,Aggregated,65.200000,0.000000,31,33,35,36,45,80,99,120,300,1100,1100,8887,0,31,34.83351431304166,13.888700000279641,1134.2906999998377,3810.9264093619895
1599215467,100,GET,/,12.300000,0.000000,17,19,20,21,27,45,71,79,290,300,300,1910,0,17,21.59018905759547,13.888700000279641,296.7404999999417,4609.0
1599215467,100,GET,/api/,13.700000,0.000000,29,31,33,35,44,83,110,130,340,490,490,1848,0,29,36.34105465366513,24.845599999935075,489.7379000003639,51.0
1599215467,100,GET,/blog/,40.000000,0.000000,32,34,36,38,49,84,100,130,300,1100,1100,5458,0,32,38.7320766581194,26.29389999947307,1134.2906999998377,4791.0
1599215467,100,,Aggregated,66.000000,0.000000,31,33,34,36,45,80,98,120,300,1100,1100,9216,0,31,34.70000048828104,13.888700000279641,1134.2906999998377,3802.812065972222
1599215472,100,GET,/,13.400000,0.000000,17,18,20,21,27,45,72,79,290,300,300,1979,0,17,21.573085699852946,13.888700000279641,296.7404999999417,4609.0
1599215472,100,GET,/api/,13.500000,0.000000,29,31,33,35,44,83,110,130,340,490,490,1907,0,29,36.464777189287865,24.845599999935075,489.7379000003639,51.0
1599215472,100,GET,/blog/,38.400000,0.000000,32,34,36,38,49,85,100,130,300,1100,1100,5659,0,32,38.73798904400293,26.29389999947307,1134.2906999998377,4791.0
1599215472,100,,Aggregated,65.300000,0.000000,31,33,34,36,45,80,99,120,300,1100,1100,9545,0,31,34.72496036668364,13.888700000279641,1134.2906999998377,3806.2584599266634
1599215477,100,GET,/,15.200000,0.000000,17,18,20,21,27,45,71,79,270,300,300,2058,0,17,21.508532750247785,13.86839999941003,296.7404999999417,4609.0
1599215477,100,GET,/api/,13.900000,0.000000,29,31,33,35,44,83,110,130,340,490,490,1984,0,29,36.25308059474398,24.845599999935075,489.7379000003639,51.0
1599215477,100,GET,/blog/,36.700000,0.000000,32,34,36,38,48,84,100,130,300,1100,1100,5830,0,32,38.62901457976234,26.29389999947307,1134.2906999998377,4791.0
1599215477,100,,Aggregated,65.800000,0.000000,30,33,34,36,45,80,98,120,300,1100,1100,9872,0,30,34.58243793557515,13.86839999941003,1134.2906999998377,3800.4493517017827
1599215482,100,GET,/,14.900000,0.000000,17,18,20,21,27,45,71,79,270,300,300,2127,0,17,21.446375599438092,13.86839999941003,296.7404999999417,4609.0
1599215482,100,GET,/api/,14.300000,0.000000,29,31,33,34,44,83,110,130,320,490,490,2048,0,29,36.163243164050385,24.845599999935075,489.7379000003639,51.0
1599215482,100,GET,/blog/,36.200000,0.000000,32,34,36,38,48,84,100,130,290,1100,1100,6017,0,32,38.577606614595155,26.29389999947307,1134.2906999998377,4791.0
1599215482,100,,Aggregated,65.400000,0.000000,30,32,34,36,45,79,98,120,290,1100,1100,10192,0,30,34.51729021781795,13.86839999941003,1134.2906999998377,3800.553178963893
1599215487,100,GET,/,13.400000,0.000000,17,18,20,21,27,44,71,79,270,300,300,2193,0,17,21.38002380301084,13.733999999203661,296.7404999999417,4609.0
